image_name,baseline_angle,baseline_stability,top_margin,avg_line_spacing,line_spacing_variance,avg_word_spacing,word_spacing_variance,avg_letter_height,avg_letter_width,letter_size_variance,avg_slant_angle,slant_consistency,avg_pressure,pressure_variance
0052-1.tif,0.0,187.7433115197667,0.0,0.07538461538461538,7.357001972386588e-05,0.0,0.0,0.019166666666666665,0.0153125,7.465277777777778e-10,-24.18950457249757,10.827088095603475,0.017629021871482905,0.00537742624348302
0052-2.tif,0.0,145.63305824681768,0.0,0.100625,0.002355512152777778,0.0,0.0,0.025416666666666667,0.015625,2.83203125e-10,-14.639782851251152,9.426852082035985,0.010470951086797794,0.003401992725261693
0052-3.tif,0.0,175.21145954404795,0.0,0.08590909090909091,0.0003032139577594123,0.0,0.0,0.024583333333333332,0.01375,2.7265082465277776e-09,1.1891542917079176,3.2393024236100127,0.016039302378714117,0.0049561901196289405
0052-4.tif,0.0,147.27835407909376,0.0,0.1,0.0016715277777777779,0.0,0.0,0.024333333333333332,0.014750000000000001,3.5173611111111114e-10,-39.42335792144957,13.849699021428089,0.009720686744593835,0.0031521301639617773
0052-6.tif,0.0,173.46397320481276,0.0,0.08181818181818182,0.00017093663911845727,0.0,0.0,0.027083333333333334,0.0140625,7.425371334876544e-09,-20.155356118553158,9.21086837841736,0.010244719324914492,0.0032748001105929363
0053-1.tif,0.0,165.42628015725515,0.0,0.07787878787878788,0.0003909550045913682,0.0,0.0,0.024814814814814814,0.010416666666666668,7.196287722908092e-10,9.585858709651017,7.773455200819915,0.012772145775134932,0.0038034568720719305
0053-2.tif,0.0,166.54719133671622,0.0,0.0915,0.000612472222222222,0.0,0.0,0.02638888888888889,0.010833333333333332,1.131317515432099e-08,-15.393201165272004,8.766172663675995,0.007817831340535411,0.0023436817904716935
0053-3.tif,0.0,188.16692828286344,0.0,0.08263888888888889,0.0002886381172839506,0.0,0.0,0.023666666666666666,0.013999999999999999,6.538194444444445e-09,6.29249093944167,6.4473228866346295,0.012458022611318948,0.0036981315150320347
0053-4.tif,0.0,159.07557952118233,0.0,0.0962962962962963,0.0010165294924554184,0.0,0.0,0.024444444444444442,0.012916666666666667,1.2770061728395061e-09,44.400371447443476,6.643394643859294,0.007203982449032038,0.002154131456830824
0053-6.tif,0.0,171.30568843120443,0.0,0.08303030303030304,0.0004216253443526171,0.0,0.0,0.024166666666666666,0.01125,5.381855867346938e-09,14.417076036967755,11.75549006522622,0.008047471543428998,0.0024570305643033244
