image_name,openness,conscientiousness,extraversion,agreeableness,neuroticism
0052-1.tif,0.3411194444444441,0.6107844324855667,0.25418279848431796,0.3245576166741642,0.37790843709192873
0052-2.tif,0.37292031249999974,0.5721428985502959,0.30844455697461665,0.34529708542332793,0.38076532392518087
0052-3.tif,0.4131752933935917,0.6473931092922405,0.3616358703051248,0.33017897802543694,0.3194937271635975
0052-4.tif,0.3575562777777776,0.5614020628684968,0.29193035594346367,0.27558843841387076,0.3981357906506175
0052-6.tif,0.3628130594135801,0.6157118434217993,0.2829530256334508,0.3186833031518933,0.33897087216409594
0053-1.tif,0.38882333386516743,0.6207022991599169,0.3364695823959068,0.2947269311476492,0.3386800520381972
0053-2.tif,0.32156010802469054,0.6083601958250192,0.24816076251871322,0.3777822756374892,0.3310530528142337
0053-3.tif,0.42173276167011703,0.6289604692650765,0.36944563190254953,0.26811029579708817,0.32617421424909565
0053-4.tif,0.4791383146719973,0.6136933165679483,0.4637300182936054,0.28601907924455866,0.3184468418912422
0053-6.tif,0.40524145433782904,0.5968287855678585,0.35854548848192014,0.29264098913001924,0.3508535008505448
0057-1.tif,0.30289804268824494,0.5902489836205765,0.2639363649460387,0.4188561753296752,0.35718139956150885
0057-2.tif,0.42611516846823905,0.6092510957726001,0.3880846033079304,0.2839117032431281,0.3168797509255547
0057-3.tif,0.4159999999999998,0.5995054706432661,0.3465029322494081,0.3384779209583729,0.33152742505164795
0057-4.tif,0.46803407315697,0.44090555807358606,0.46034465028619964,0.29018226268546204,0.47109387846640915
0057-6.tif,0.3395987847222221,0.6128425960699402,0.2602474446064851,0.36221579099886236,0.31619051756032124
0058-1.tif,0.31190701092643014,0.5891010938618021,0.28727166739024146,0.43074613599267003,0.3527326292850834
0058-2.tif,0.176,0.603698594228672,0.09686263054994136,0.5030263540483614,0.32377731262193893
0058-3.tif,0.28849999999999987,0.6111822535361866,0.2120679746690904,0.4293855563684696,0.31966295493439745
0058-4.tif,0.176,0.47537037268883386,0.12254991881189663,0.5259626613661093,0.4294858728383718
0058-6.tif,0.3901030927036776,0.6169965626131804,0.3626701206365975,0.35500365405566514,0.3080983596726045
0059-1.tif,0.29381961450885885,0.5981417622326733,0.25854411739037886,0.426450080365353,0.33497060358169417
0059-2.tif,0.176,0.5738266501942023,0.09593915629245031,0.42648788087174105,0.35732208847307406
0059-3.tif,0.318367313444336,0.6092146575569263,0.293876227189051,0.4281220862476781,0.31682381434141776
0059-4.tif,0.176,0.511198328808984,0.12009659644265462,0.43747382082676256,0.3924881589365361
0059-6.tif,0.304848470198508,0.6005295895881068,0.26483499192711213,0.41658118778577524,0.32696867446041805
0073-1.tif,0.4353158652553363,0.6351845399610626,0.40878507193757135,0.30900380663130234,0.3241244318690742
0073-2.tif,0.29982656249999984,0.5990968936581171,0.22396342168242817,0.29531849994084003,0.34897195350018106
0073-3.tif,0.4504399531088096,0.5923291054007395,0.40920868497188523,0.25197976156267526,0.3634346581088877
0073-4.tif,0.40875932325649816,0.48880076312938564,0.3907684098241626,0.33004664542597595,0.46463869374885364
0073-6.tif,0.29975156249999974,0.5881229450619637,0.22862089647547867,0.412539346750757,0.34945307116641205
0074-1.tif,0.26226406249999973,0.6108792015568058,0.17857632005167165,0.3365481475351182,0.3562687534837998
0074-2.tif,0.38472383819996825,0.5723602916578369,0.3488343386152458,0.34209574367792644,0.37920599148206724
0074-3.tif,0.27710617497691525,0.6380210446489574,0.19552171586308453,0.31753272739977734,0.3072421880222996
0074-4.tif,0.3400025939754222,0.5932601231045528,0.2942258544649745,0.4058892064674591,0.3341402586439381
0074-6.tif,0.3682979564562678,0.5977838970756879,0.3202021912192638,0.3743442054079013,0.335565407147397
0075-1.tif,0.176,0.5718303619417683,0.1037080118831414,0.4335025657676775,0.3671196808832524
0075-2.tif,0.28854685478081904,0.553462418490538,0.2517665362055514,0.42675726833282296,0.3809694895418752
0075-3.tif,0.176,0.5616519808488311,0.1100023214665418,0.43129253133194356,0.36483570488707673
0075-4.tif,0.31857946475290155,0.4567335953099561,0.319440818394702,0.455296715740546,0.4408425086560635
0075-6.tif,0.30476524707869934,0.5800197621758301,0.27073255889552394,0.4231218319577732,0.3571252660930726
0076-1.tif,0.28068963950268944,0.5974545469198105,0.23766541072636616,0.4235966306375756,0.3565820338004972
0076-2.tif,0.3176580042612458,0.5760708061567879,0.29309311819232375,0.4282508797488769,0.36428703110972444
0076-3.tif,0.31038079546383746,0.6061731903599544,0.2784867695405129,0.42358928177770133,0.3453653492562221
0076-4.tif,0.31193139207804027,0.4163991954864451,0.31707875946164266,0.4627263982609987,0.49717669492409133
0076-6.tif,0.25480082525088654,0.6174745253733674,0.20257690512405802,0.42382364450669413,0.31431574782695165
0077-1.tif,0.176,0.6317591426258244,0.0909371316316891,0.5194447601474502,0.3087262912872035
0077-2.tif,0.39550130584163856,0.5744919221246824,0.38057705087081783,0.36102889019769246,0.3545029393173933
0077-3.tif,0.3454882169117304,0.6415610429431331,0.29030060730870927,0.38201308338373763,0.290915166716504
0077-4.tif,0.2629479846176645,0.4961176184060646,0.24203820331982806,0.45439772494846015,0.4192756990951805
0077-6.tif,0.4600054603805201,0.6210566516239064,0.43906374962760786,0.29411538247050284,0.3070565205352253
0078-1.tif,0.3322343631897193,0.5990731845417546,0.25040358921590283,0.3146746126282494,0.3566498694346447
0078-2.tif,0.31365225694444415,0.5863948797211467,0.2370807876342983,0.39488365585935253,0.3430953116335965
0078-3.tif,0.5000828860157538,0.6327147428597564,0.4768619500732376,0.2536780974732288,0.30743552654776735
0078-4.tif,0.3825847205450244,0.5721817587624921,0.35039683378211006,0.3757560355347312,0.34419879439442175
0078-6.tif,0.388375886699036,0.6258807836739981,0.3376411189409384,0.2977577258462852,0.3036359029340989
0079-1.tif,0.30859561647379896,0.599363439874858,0.27466951343166157,0.42217395873638447,0.34791050253573647
0079-2.tif,0.38146298350684804,0.5839572608696533,0.3430535690130586,0.32312769064347713,0.3380920770025997
0079-3.tif,0.4599258252268286,0.6215789909987119,0.41115876701682996,0.24169182483027482,0.31569434804388735
0079-4.tif,0.176,0.4042647712116858,0.12232076777318109,0.48446371117847864,0.5290806820186046
0079-6.tif,0.3548006944444432,0.5926957331337364,0.2798711500520301,0.29952796591521463,0.3435906013709192
0080-1.tif,0.176,0.6178872269055269,0.09105322854430624,0.4898065393643043,0.3262813476472157
0080-2.tif,0.25849999999999984,0.5797453463001659,0.19020719294005267,0.3470307805286151,0.34185827635958743
0080-3.tif,0.32,0.6173005503313925,0.2848771110152507,0.4161375413925685,0.3230165952749537
0080-4.tif,0.29600000000000004,0.5677586996619999,0.2340205068867846,0.3173327306627819,0.3491186240121958
0080-6.tif,0.27365987654320895,0.5920392882034156,0.19539884981592365,0.33902725435557257,0.3468795420517824
0081-1.tif,0.176,0.5993070185585161,0.08801159061334629,0.5235874455829905,0.36362266004817073
0081-2.tif,0.3070019612191051,0.5572308832351313,0.2870084897052665,0.43762607943814824,0.38270876424318445
0081-3.tif,0.176,0.6368773402482768,0.09281122821299209,0.40960614865121514,0.3099709986650235
0081-4.tif,0.2974327540484031,0.5222025039545711,0.27245006154631307,0.4360571396720335,0.4186380704291371
0081-6.tif,0.176,0.5669446209855216,0.09440321340228915,0.4529340453341787,0.3860964103180994
0083-1.tif,0.28359691358024625,0.5789095119009275,0.2000089914714921,0.33571787302658584,0.39620350045681996
0083-2.tif,0.38202652793580655,0.5991648790777292,0.34513965234218885,0.3308932454708494,0.33599457726914345
0083-3.tif,0.25849999999999984,0.5613873671717163,0.177266369604759,0.3674617263596796,0.40914429444372874
0083-4.tif,0.3063005479989177,0.5222264501437947,0.28580593499386203,0.4373317880597917,0.41139169033787315
